text,label
 thanks for a nice blog post!  should however be given some creds since he has done at least half of the work on it,notspam
Chirstina said shes gunna twitter more ...no more partners,spam
 Some of yr coworkers hogging the jukebox @ Union Jacks.,spam
" i love you so much tay (: youre so amazing <3 you should come to denmark, we love you here",notspam
Buying pretty shiny beads and things  I feel quite girlish. http://elisem.livejournal.com/1473318.html,spam
Enjoying the cool breeze at the beach. It helps me relax and unwind.,notspam
 we shuld do  a dance like that its seriously the best thing haha. see yu tomoro.,notspam
'Can`t a Stevie wonder?' gabe just called me sleepypants gaby.,spam
" no, New orleans.. been here since katrina ..",spam
"i cant believe that its already friday! omg, what had i done?!",spam
Alix`s graduation party!,spam
Bioshock is as fantastic as the first time I played it. Now sleep then more Bioshock tomorrow,notspam
 I love that song! I was starting to think I was the only one that knew that one!    #sameperson,notspam
 How did you swing those? We didn`t get that close.,spam
sucks that i don`t have a drawing tablet!,spam
Only a month left of high school! Thank God. I am ready for summer,notspam
#musicmonday Nicest Thing from Kate Nash,notspam
i just need to sleep,spam
 lucky e went!  jealous!,spam
Lately i`ve been waking up with the sun in my face but not today..,spam
_x it`s only on in glasgow,spam
"ha, the first request for sending a paper copy of my thesis",spam
not looking forward to driving in this storm.,spam
"omg having so much fun watcing house bunny, courto isa a ledge for sending me link  <3",notspam
 imma miss dem KObe nd Bron commrcials wen cleveland get knocked out doe  they wer funny,spam
 thanks man!  I appreciate it!  You rock sir.,notspam
wants new hair now! Just so frank won`t talk to me,spam
want to see him so badly,spam
"  i was just thinking about how excited i am for you guys to move, but then i realized how sad i am to see you go.",spam
really am sorry becauseI was looking forward to it.. thought itd be fun  and u wanted to hear it.Iowe u a beer.,spam
I have not been this sick in years. OMG. This sucks so bad. Sickness ended up including a full restroom cleanup.,spam
..where is the song?,spam
"Working... And attempting to keep squirrels away.............. Squirels 1, jesska 0   I should stick to spiders",spam
  *shrugs* So do I but it was too funny plus you know you enjoyed it Tweet **** ..   Love you..,notspam
"s/s aus fshionwk- zimmermann,illionare,dhini + gail sorronda,ROMANCE WAS BORN,lisa ho,CASSETTE SOCIETY-loved the tutu, balmain ispired?",notspam
my day has been so crappy that i just want to cry.,spam
 i have 2 friends going  so jealous,spam
sad that will have to leave my beautiful apartment,spam
is still craving for a cheeseburger.,spam
 you dont say,spam
Having a cup of tea  I have a cold so it`s tasting really good!,notspam
"Never realized how good #Techmeme is until I actually read it (duh!) As an avid Tech Crunch reader, this is much better...",notspam
 make it full girl 120%,spam
 heyy.  how are you?,spam
Radio Royals AM Transmitter has packed up today... not good   Anyone got a spare in your shed... lol,spam
 LOL. Wow. That`s good.  Haha I still can`t believe it`s mother`s day.,notspam
just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad,spam
 Will have to it`s only across the water and all. Just damned expensive,spam
"Guess I`m gonna try the nap thing again 2day, but since my kids haven`t cooperated with it yet this week I`m sure 2day won`t be different",spam
and so another week begins. this one has got to be better than the last,notspam
 im following you! im following you! im sorry!  ahhahah i missed you!,spam
_bear i like you,notspam
ugh i need a job but no one is hiring,spam
On the way back to dublin Omg didnt hit the bed until 530  so i am so sleepy   but once again on the road back to good ole  dublin :-p ...,spam
I don`t wanna work a 10-hour shift today! I`d rather whisper sweet-nothings into the earpiece of a lady friend`s cellphone.,spam
 Internet 1 drawing 0 ....**** I`m backing up blackberry files which could take hours  then to the drawing preps done,spam
 when i have to make a decision like that i always choose Black.....,spam
I`m suffering from restless legs and butt syndrome.,spam
 hey when are you next in the UK?,spam
 hope you have a nice relaxing day!!! hope your well  wishing you all the best,notspam
Has got to go to work with a slight hangover gd nite thou,spam
 HAPPY MOTHERS DAY VICKY!!!! AND TO ALL THE OTHER MOTHERS WHO READ THIS!!!,notspam
"i`m sunburnt on my arms, and i have burnt my mouth, and some skin is coming off",spam
staying home because I`m badass.,notspam
 Really bad ones are also classic.,spam
I want it to be summer. NOW. why is it sprinkling STILL!?!?,spam
My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that`s all i wanted for my birthday,spam
the voter paint just peeled off my skin. or maybe my skin just peeled off with the voter paint,spam
wake~n~bake monday,spam
" I can`t say I`ve tried, but then again, I haven`t tried with a sword either   Not yet, anyway.",spam
This weekend has been probably the best and there is still another day to go!!,notspam
 TestFest was weer een groot succes,notspam
No pool today.   Stupid weather.,spam
@_YoureMyHeroine :`( i really know how you feelin. i wish i could hug you,spam
 he not getting off early?,spam
I`m going to estonia!  woohoo!!,spam
_stjohn That`s what we hope for!,spam
I meant looking like a tiger - stupid predictive text,spam
just finished playing mahjong. I lost $38 to Mag and Weisheng!,spam
My new site is stuck in the Google sandpit now  Test of my skills until it comes back out!,spam
thanks to  and i`m now on twitter!,notspam
i`m oh so very bored!  buut.. almost 2 days til i leave for france!,spam
to overcome whatever darts the enemy may try and stop you with. We`ve gotta stay focused tweetz!  God bless you.,notspam
"_kimmeh Me too, I miss it.  I, however, will #humpthestump for the rest of my life.",spam
can`t help but feel today will be a massive Michael Jackson rumour day.  [Cue all the MJ haters...],spam
I`ve just about made it all the way round the park jogging. Quite pleased for my 6th outing,spam
ipod died today,spam
 is new van a nice one,notspam
Birthday girl in the house!! Tweet tweet suckas,spam
My fingers hurt,spam
Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!!  good to meet you all!,notspam
" the old blue G4 is too slow to code on nowadays, I have a laptop I`ve borrowed from work ++ lets me lounge while I browse",spam
_ess Since T will be away - COME TO TUCSON!!!,spam
Saw the blink show from the tmobile party. I`m speachless,spam
Homework. ew fml. Should I pull an all nighter? I think I`m gonna have to again,spam
" when u go, LMK. Let`s go together",notspam
watching my tiny nephew  perfect baby,notspam
"Happy Mothers Day to all the Moms  It`s a tough job, but totally worth it!",notspam
I gave up on tumblr because the API isn`t pointing to the private account,spam
"Oh insomnia, I hate you. I`m bored of staring at my ceiling, cano go sleepnow please?",spam
two o`clock please come faster,spam
 : nooo  i don`t know why...i click on TweetDeck_0_25_manual_Blink182.air and it doesn`t run!! so sad...,spam
_arcelay http://twitpic.com/4xvw2 - I got chased by a male chihuahua that looked like he was pregnant today  He was black and  ...,spam
walked home in the rain.,spam
 ahaha thats okay and thanks,notspam
 and  why are u two fighting.,spam
" Indeed, twitter is where its at mate, its all happening on here.  Enjoy. Hope to see you arou.. http://twurl.nl/j4o1xe",notspam
" I just want to say: Both you,Taylor Swift, and Hayley Williams have a great and lovely voice!",notspam
Watching h&a! Got new photos for myy room  Waiting for Ulise to get home.,spam
I have been playing skate for two hours. Now i need to get out and actually skate. But it`s too late,spam
" If the drive is automatically ejecting supported discs (ie CD-R), and you can`t boot from a disc, it`s time for AppleCare",spam
omfg. one of the worst days ever!,spam
i love the dreambears!.. i want a **** best friend!,notspam
ROFL - me too.,spam
_louise  bless ya... I know that feeling all too well!,notspam
Working during graduation. What a shame.,spam
" Penguins win in OT, probably why you were busy.  One more game to win.",spam
 Dang I should have stuck with him in my fantasty picks,spam
" ...oh. hahahahahaha but no, seriously, i tell the wait staff they look great all the time, its the easiest nice thing to do",notspam
subway  im going to get subway....  love it! ate it often when i was in new zealand....,notspam
" eh, june 15th  are you going to the signing on the 18th, i think it is? x",spam
   What are you designing?,spam
" or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song",notspam
Watching snl because the love of my life is hosting,notspam
11:11 I made a wish,spam
Listening to maylene and wondering why cant I pull off as many cool southern metal licks as them,spam
 poor tony  come play scrabble on facebook!,spam
 awe,spam
 follow me??,spam
"I love these App things, it be hella awesome bro.",notspam
" Ah!  Gotcha.  Well, I`m curious to hear what you thought of Wolverine then. (if you actually went and saw it).",notspam
 I need to buy it for the iPhone. It`s such a good app. Only works on WI-FI though,notspam
I wanna do something tonight after work.... But I dunno what...,spam
My car has an alarm & immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,spam
Hello TwitterFon. I`m so glad you`re back,notspam
 i think you should follow me. as i only have on follower. stalk me please,notspam
 fingers crossed for you.,spam
: Awesome. Tell me if its good. I might watch it,notspam
"@ MGM grand, mraz on stage! No doubling back opener.  lots of old memories flooding back",notspam
 not quite as much...hmmm products in US that are not in Canada?? Idk  Do you have covergirl?,spam
Almost ready for new Beta.... until we found a showstopping bug   Please standby.,spam
 *hugs* why?,spam
"@ my sisters crying my eyes out, hubby called from Iraq, spoke for n2 minutes heard popping sounds in the background and call dropped.",spam
"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I`m officially moved from Knoxville.",spam
Uh-oh...it`s becoming grey again out here. I hope it`s not one of those 'pop-up showers' on the way.,spam
 girl you know beauty has a price,spam
my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,spam
It`s officially the start and the end of my summer. Oh summer school,spam
 oh mann... Me likey that!! But sadly I`m not bein auctioned on #twpp tonight,spam
Ill catch you at the very last second,spam
Ugh. My feet feel like they`re going to fall off.,spam
Going to bed...going back to Korea tomorrow,spam
 Hell yes. I`m too late.,spam
 Perhaps they see it as the twitter version of pulling someone`s pigtails? Let me know if that works out for you.,spam
I`m doing an advert 4 the Make-A-Wish foundation & I can`t find photos of kids looking close to death... that`s a good thing for the kids,spam
" Hi Isla! I hope it does, too.",notspam
Only 5mins till my baby`s back from work,spam
need some Pizza...can`t get out of office,spam
Bollywood fims & egyptian tea,spam
"I am having serious cig craving... head for kitchen, let the non smoker weight gain begin",spam
is seriously heartbroken!!!,spam
